"","log2FoldChange","padj","Factor"
"ko:K20398",0.34398887431675,0.959547978287115,"Menthol_Menthol_vs_Control"
"ko:K20399",-0.987391883728594,0.967087376158991,"Menthol_Menthol_vs_Control"
"ko:K20472",0.0174505835762781,0.998667385812408,"Menthol_Menthol_vs_Control"
"ko:K21870",-0.810571442055414,0.836505044287531,"Menthol_Menthol_vs_Control"
"ko:K21891",-1.21670369451628,0.959547978287115,"Menthol_Menthol_vs_Control"
"ko:K22069",0.538033326808373,0.975643509307983,"Menthol_Menthol_vs_Control"
"ko:K22390",-0.479197773932409,0.967087376158991,"Menthol_Menthol_vs_Control"
"ko:K22503",0.0754084704559523,0.998667385812408,"Menthol_Menthol_vs_Control"
"ko:K22556",-2.55010386899598,0.308134612661813,"Menthol_Menthol_vs_Control"
"ko:K22939",-0.387709770224922,0.967087376158991,"Menthol_Menthol_vs_Control"
"ko:K23034",-2.27949351621013,0.967087376158991,"Menthol_Menthol_vs_Control"
"ko:K000241",-0.822644677265984,0.82703809378729,"Vibrio_Vibrio_vs_Control"
"ko:K000311",0.256012181581479,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K001281",0.160528032004479,0.888659597819245,"Vibrio_Vibrio_vs_Control"
"ko:K001341",-0.441061977525116,0.869869816449358,"Vibrio_Vibrio_vs_Control"
"ko:K001401",1.29884605619359,0.292928640816393,"Vibrio_Vibrio_vs_Control"
"ko:K002071",-0.460932196615,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K002351",-0.95112368262418,0.269854390969418,"Vibrio_Vibrio_vs_Control"
"ko:K002491",-3.49311948398653,0.145531093344442,"Vibrio_Vibrio_vs_Control"
"ko:K002621",-0.609041495190422,0.631351569244648,"Vibrio_Vibrio_vs_Control"
"ko:K003311",0.712726748102332,0.631351569244648,"Vibrio_Vibrio_vs_Control"
"ko:K003331",-0.304529806503607,0.820123019416143,"Vibrio_Vibrio_vs_Control"
"ko:K003381",1.27386299172992,0.631473764676881,"Vibrio_Vibrio_vs_Control"
"ko:K003571",-1.25114216177953,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K004111",-0.123775735571298,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K004131",1.32148518275211,0.634547423354414,"Vibrio_Vibrio_vs_Control"
"ko:K004561",-0.716644291465183,0.505424604150899,"Vibrio_Vibrio_vs_Control"
"ko:K004691",-0.526709523233238,0.101637828533571,"Vibrio_Vibrio_vs_Control"
"ko:K005001",0.134898570384779,0.947571600140723,"Vibrio_Vibrio_vs_Control"
"ko:K005221",-0.288872052999455,0.69678087296696,"Vibrio_Vibrio_vs_Control"
"ko:K005441",0.180627849457371,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K006161",1.37596407565568,0.595699589520105,"Vibrio_Vibrio_vs_Control"
"ko:K006431",1.44242312620866,2.37914528092046e-05,"Vibrio_Vibrio_vs_Control"
"ko:K007891",0.0427151413503242,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K007991",-0.93261303008532,0.624553070718536,"Vibrio_Vibrio_vs_Control"
"ko:K008141",-0.697174520414478,0.724838648434562,"Vibrio_Vibrio_vs_Control"
"ko:K008191",-0.167380150849905,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K008561",1.24007337345156,0.292928640816393,"Vibrio_Vibrio_vs_Control"
"ko:K009331",-0.425846672108581,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K009391",0.827406595255936,0.292928640816393,"Vibrio_Vibrio_vs_Control"
"ko:K009401",-0.795831440637119,0.527575363155566,"Vibrio_Vibrio_vs_Control"
"ko:K009661",0.0568758727662924,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K009671",0.40477795199451,0.269668330136363,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.568287951237212,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.46701421710405,1.15288449312719e-06,"Vibrio_Vibrio_vs_Control"
"ko:K012511",2.12681097618933,0.000426890943366821,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.172237471384363,0.859257700982568,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.302424794669774,0.410681212512846,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.485399260824152,0.36652967329445,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.300098677068752,0.952798041547907,"Vibrio_Vibrio_vs_Control"
"ko:K015961",3.06405633058131,1.79847297556022e-29,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.0292171617717351,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.37381290788051,0.00405217786937398,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.543264978003481,0.393601366470119,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.12316106965666,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.886200797143536,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.0778452968725015,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.902565868755176,0.671213949029651,"Vibrio_Vibrio_vs_Control"
"ko:K018891",0.980803903646886,0.400571685275402,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0601885360964696,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K018921",-0.0784175334999408,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.779295648223669,0.634547423354414,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.719621832471958,0.21118495550084,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.633160913802217,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.989181505455012,0.783486299356626,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.311382331105911,0.527575363155566,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.533900301269688,0.737046209704558,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.617202163784027,0.69678087296696,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.68819149332653,0.383723815668032,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.311628411516357,0.69678087296696,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.56742112096669,0.00521951586987957,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.68617568969923,0.572099020278424,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.443832749688536,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.797589510288242,0.400571685275402,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.130617244805974,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.427090516127559,0.782228008270951,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.192162556866684,0.981513857262272,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.48306631341865,0.505424604150899,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.40351331116062,0.346009571602798,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.51907510831534,0.420135251868243,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0825427812020421,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.0961479209918178,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.390081194874991,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.120625041215633,0.947571600140723,"Vibrio_Vibrio_vs_Control"
"ko:K028651",0.251511252997044,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-1.35572146617634,0.455265375539575,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.344683948600025,0.269056275045703,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.08449384641627,0.0344517396332293,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.80043146794356,1.15288449312719e-06,"Vibrio_Vibrio_vs_Control"
"ko:K028771",2.25163746778091,0.0363695515548073,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.942779869806345,0.386580371122552,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.620186312674785,0.721311923777277,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.493846746724651,0.721311923777277,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.571273161880815,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K028911",-0.428586502766251,0.943480712141767,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.981166430829354,0.0955828296250584,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.0141375434767811,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029001",-0.0889097495936183,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.298703019868255,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.351917154885365,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.41015900640558,0.146143430428364,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.374967929976923,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.763099555318328,0.505424604150899,"Vibrio_Vibrio_vs_Control"
"ko:K029171",0.650823008446913,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.919007544287426,0.70312911349188,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.93406474762142,0.770709954652169,"Vibrio_Vibrio_vs_Control"
"ko:K029211",-0.275696791421248,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.453476374662234,0.831755794902049,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.0452522048872178,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.586604887733004,0.70621359849742,"Vibrio_Vibrio_vs_Control"
"ko:K029301",-0.0560436378220015,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.298570314015207,0.737046209704558,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.0579914885301764,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029371",-0.194335547592234,0.955328679714014,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.699751909432594,0.505424604150899,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.715952137805079,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K029471",2.24646860491696,0.173902238723987,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.867651648079129,0.295567010085669,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.312053726913929,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-1.05202581084782,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-1.03656682810617,0.109755841121854,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.18100442652233,0.951176805934677,"Vibrio_Vibrio_vs_Control"
"ko:K029621",0.787735318843492,0.427864580581874,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.173103728593331,0.949919048389426,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.0940056757603789,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029711",0.923348464282091,0.831755794902049,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.615742733314373,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K029751",0.00872434317426056,0.994002078922699,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-1.22758947912823,0.624553070718536,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.263247930798956,0.791078931092624,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.82437341737702,0.0160349434308867,"Vibrio_Vibrio_vs_Control"
"ko:K029811",0.468716527878336,0.939146306544897,"Vibrio_Vibrio_vs_Control"
"ko:K029831",0.0559219681461129,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.583880738859916,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K029851",0.254881752641599,0.952798041547907,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.62647442262917,0.412819203258125,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.471783663620978,0.412819203258125,"Vibrio_Vibrio_vs_Control"
"ko:K029921",0.00862264809316156,0.994002078922699,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.174438541614762,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K029951",-0.0422005344874404,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.65014990819624,9.73003633771645e-05,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.59949222929581,0.412819203258125,"Vibrio_Vibrio_vs_Control"
"ko:K030121",0.575289346007783,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K030151",1.68701809146722,0.505424604150899,"Vibrio_Vibrio_vs_Control"
"ko:K030171",-0.963737724134561,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.983685922207863,0.420135251868243,"Vibrio_Vibrio_vs_Control"
"ko:K030381",0.343777224574542,0.950257771803816,"Vibrio_Vibrio_vs_Control"
"ko:K030651",1.60534536935747,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.43838307509348,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K031131",-0.348346815120259,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K031231",-2.40780329426013,0.145531093344442,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.600677450503807,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.767527034044336,0.721311923777277,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.23578342088856,0.527575363155566,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.688203548463147,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.377116359841733,0.70621359849742,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-1.12793632282979,0.269668330136363,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-1.19016848758134,0.376351158819431,"Vibrio_Vibrio_vs_Control"
"ko:K032631",-2.41170563919808,0.386580371122552,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.277141034445709,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.310506446098248,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-1.58467001864008,0.412819203258125,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.17320589342554,1.98122884088481e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036271",0.638780120633091,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K036611",0.49993458662805,0.859257700982568,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.121215454340932,0.989770198100497,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.194083611313902,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.755513890406321,0.817132146552849,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-1.29551583726436,0.505424604150899,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0761757900740809,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K040431",0.974597363898123,0.527575363155566,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.254486795703547,0.890956884174974,"Vibrio_Vibrio_vs_Control"
"ko:K043451",1.06108065806147,0.580330359422609,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.0428573571068964,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K043541",-0.325882059683349,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.434512786697511,0.791392263500126,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.445818896132171,0.845437204223534,"Vibrio_Vibrio_vs_Control"
"ko:K043701",-0.124488666899673,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K043711",0.028724229920228,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.375124582115559,0.70312911349188,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.761557360075047,0.919600516215269,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.307297243065052,0.951557432541165,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.450100651622824,0.783486299356626,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-0.829905324421463,0.721967970845568,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.79522830840277,0.292928640816393,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.342707395148493,0.420135251868243,"Vibrio_Vibrio_vs_Control"
"ko:K046351",-0.157478070171243,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.420814509737437,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.17229341390088,0.000834377643389993,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.348618598832435,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.264067392787276,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.156462999683493,0.976548007167253,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.284047784977865,0.802139602147553,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.343870461783599,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.715004917727654,0.347964014006466,"Vibrio_Vibrio_vs_Control"
"ko:K067041",0.585020952562531,0.82703809378729,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.328598166614648,0.364368764073953,"Vibrio_Vibrio_vs_Control"
"ko:K071921",0.001828630578306,0.997357678575418,"Vibrio_Vibrio_vs_Control"
"ko:K072051",0.0729406875800523,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K073421",0.0419539939681676,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.372227099116885,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.189918481780519,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.378967005109351,0.721967970845568,"Vibrio_Vibrio_vs_Control"
"ko:K078741",1.25706631481096,0.111533549434674,"Vibrio_Vibrio_vs_Control"
"ko:K078871",-0.00883377822316987,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.483346853499245,0.631351569244648,"Vibrio_Vibrio_vs_Control"
"ko:K078911",-0.775982494326804,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.672619904150005,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.38816992951495,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K079181",-0.8214945909669,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22261702930389,0.111533549434674,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.383978025457379,0.145531093344442,"Vibrio_Vibrio_vs_Control"
"ko:K079521",1.40829371579777,0.69678087296696,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.434773868255391,0.869869816449358,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-0.550771596031752,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K083411",0.282284805702149,0.976548007167253,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.728599289011499,0.292928640816393,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.331558544479424,0.976548007167253,"Vibrio_Vibrio_vs_Control"
"ko:K088701",-0.313587748101602,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K088721",0.531824939737788,0.910256462065644,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.29310950996879,0.0344517396332293,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.340684908441779,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.0353984645464886,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.485978190500433,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.907673563350721,0.684977973251519,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.64690623185334,0.269056275045703,"Vibrio_Vibrio_vs_Control"
"ko:K095681",-0.355247077139551,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.5613403097704,0.00633140370754974,"Vibrio_Vibrio_vs_Control"
"ko:K095801",-0.0176846303047253,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.158381564923075,0.70621359849742,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.654815576101664,0.426284404856761,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.293542129225995,0.721311923777277,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.279832056223931,0.634547423354414,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.686171929546761,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.193301192485811,0.965621661939715,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.277226676977801,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.181948596859421,0.861921085580554,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.466725979318257,0.840743275708928,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.685596620458431,0.571079014787259,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.0307214294155159,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.168029829764375,0.913703583111728,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.33283757352525,0.624553070718536,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.30953213896459,0.671213949029651,"Vibrio_Vibrio_vs_Control"
"ko:K106881",-0.068736349503636,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.34518791679406,0.0113737328810481,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.769121262954755,0.631351569244648,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.0210377851047062,0.994002078922699,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.22632881436573,0.173902238723987,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.554503552509017,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.368307776430957,0.951176805934677,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.937241033826436,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.0488458004019256,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K112511",0.86763654857325,0.373520774036919,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.496295540489347,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.27869913861896,0.376351158819431,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-0.602852932789422,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.14541533766123,0.111533549434674,"Vibrio_Vibrio_vs_Control"
"ko:K118271",0.410911268955198,0.937096835159895,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.467249105316716,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K119801",0.232540286814898,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.172209164861996,0.943480712141767,"Vibrio_Vibrio_vs_Control"
"ko:K121651",-0.279550917042976,0.982197116261941,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.166730391975709,0.69678087296696,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.323506011944949,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.0580117798204574,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.24380922515277,0.149431456522685,"Vibrio_Vibrio_vs_Control"
"ko:K123981",0.0859745274577276,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K125811",-0.932666331444968,0.82703809378729,"Vibrio_Vibrio_vs_Control"
"ko:K126201",0.680564946878028,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.436843898420073,0.911853011298446,"Vibrio_Vibrio_vs_Control"
"ko:K126221",0.310902296273348,0.963091005940487,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.34210844484603,0.434725511827059,"Vibrio_Vibrio_vs_Control"
"ko:K126701",-1.69827703492268,0.624553070718536,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.202705512337792,0.721967970845568,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.10746500319256,0.8224354363583,"Vibrio_Vibrio_vs_Control"
"ko:K128321",-0.0226013750642743,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.141039454875852,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.278529717762303,0.910256462065644,"Vibrio_Vibrio_vs_Control"
"ko:K128731",1.06679898300627,0.770709954652169,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.240326950649111,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.319186228543169,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.252230739293715,0.412819203258125,"Vibrio_Vibrio_vs_Control"
"ko:K131201",1.21897589758099,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0160978200421818,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.640261749325472,0.82703809378729,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.684199627018841,0.840743275708928,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.49311212595792,0.0421319548468682,"Vibrio_Vibrio_vs_Control"
"ko:K137851",-0.193622431525223,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K143241",-0.64034784651896,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K143941",0.057249104440721,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.379645122322271,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.872908912019722,9.73003633771645e-05,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.293075626860928,0.955328679714014,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.51652838073756,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.9665959972598,0.00673325688625077,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.602370228618317,0.631473764676881,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-0.521175863656154,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.44445455026541,0.000327462768726271,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.613343710005424,0.601721168926018,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.148618585687937,0.949919048389426,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.83109008066909,0.386580371122552,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.336848414100771,0.70312911349188,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.321479538191301,0.915845155017836,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.130384646101887,0.890429305405835,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-0.589817380442746,0.847893484841472,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.915187197027797,0.671213949029651,"Vibrio_Vibrio_vs_Control"
"ko:K172551",2.26642894213211,0.641812077797701,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.363901409955403,0.838608770902897,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.850115010937319,0.376351158819431,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.17820536055179,0.69678087296696,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.662446343693294,0.737046209704558,"Vibrio_Vibrio_vs_Control"
"ko:K177951",-0.119506852136848,0.993560123300636,"Vibrio_Vibrio_vs_Control"
"ko:K179181",-0.208057528531902,0.721311923777277,"Vibrio_Vibrio_vs_Control"
